winery,latitude,longitude
Domaine du Rey,44.0173122,3.9216542
Ernest,37.0510061,-94.5268654
Rock Lobster,33.2611364,-111.8843911
Tantalus Vineyards,49.8342421,-119.4598442
Talosa,43.0933239,11.7813471
Domaine de Viranel,43.450893,3.070442
Eximius,40.8339721,-73.9027472
Sand Hill,37.4210429,-122.206871
K&M;,37.09024,-95.712891
Overland,32.7553918,-97.3326486
Domaine du Vieux Vauvert,43.692984,4.278326
Domaine Escaravatiers,43.441562,6.690587
La Belle Collection,1.2808182,103.8229029
Sant'Anjelus,40.8834326,-74.0828017
Domaine de Maubet,37.78054,-122.479792
Pindal,36.060139,-92.871281
Ambrose,34.0304397,-118.4815795
VinStrata,51.3617534,0.029013
Listel,49.2870814,-123.1292939
Camerano,43.5313513,13.5489586
Château Tour Saint-Germain,45.109672,-0.6105616
Greppi Cupi,43.1821818,10.5819503
Château Gamage,44.8125497,-0.0726682
R.H. Phillips,38.8038636,-122.008413
Lewis,37.2255965,-95.7162345
Il Cavalierino,43.0868226,11.7558367
Fattoria Montecchio,43.533259,11.246819
Philippe Girard,45.4888819,-71.6606476
Block 88,45.6860455,-122.658333
Breca,28.6919709,-100.5475649
Domaine Alban Roblin,47.3663047,2.803557
Domaine des Elephants,47.3451551,1.2590622
Domaines Tatin,47.1638673,2.0800055
Viña Sastre,41.7413757,-3.8715765
Domaine Régis Champier,46.095311,4.653286
VIgnobles René Renon,45.0573465,-0.6946477
Fausta,35.6350231,-88.8318501
Suha Punta,44.762028,14.72472
Verema,39.47394,-0.342441
Domaine Serres Mazard,43.0503558,2.6639146
Tenuta Santa Maria,45.503568,10.945977
Dolina,35.6915072,-105.9462011
Paul Bouchard & Cie,45.3186199,-73.8477032
Roger Luquet,46.2801912,4.7434195
Château les Vieux Moulins,45.214162,-0.551911
Toad Hall,40.7221943,-74.0035563
Ronco delle Betulle,46.016167,13.404529
Main Divide,33.6579968,-117.4138833
Bon Coeur,30.22265,-92.022103
Soho,40.723301,-74.0029883
Domaine de la Cote,34.6422625,-120.436646
Northwest Cellars,47.706254,-122.1782373
Viamonte,37.9242713,-122.0278343
Finca las Caraballas,41.3012111,-4.9087781
Merus,38.5527265,-122.4800102
Cà Furlan,45.4363556,12.3460375
The Yellow Cellar,40.0837846,-74.114593
Fonty's Pool,-34.287128,116.067064
Blümel,45.5133499,-122.687179
Château Mazetier,40.3506884,-74.6627631
Cru Lagaillarde,45.4777342,-73.5846575
Panache Cellars,44.541638,-123.3377561
TwentyFour by Charles Woodson,38.2587275,-122.2717253
Charles Melton,33.4631375,-94.0728595
Eaglewood,41.958115,-88.039301
Annabella,38.7091363,-112.0599249
Château Gandoy Perrinat,44.694457,-0.1073801
Château les Templiers,37.6675865,-77.571121
Agness,42.5568876,-124.0633122
Château les Verriers,47.423003,2.522076
Château Montaiguillon,44.926777,-0.152664
Château de la Cour d'Argent,49.279582,-123.1301609
Domaine de Valmengaux,44.9853614,-0.3282503
Taplin Cellars,38.487839,-122.457194
Josef Bauer,32.8983767,-117.2429638
Ancestrale,45.7218776,-75.059432
Drake,37.09024,-95.712891
Kutch,23.7337326,69.8597406
Lowden Hills,-27.443194,153.038389
Shinn Estate,41.014403,-72.532485
Clifford Bay,45.1427899,-67.6643347
Tenute Salvaterra,45.4964326,10.9080506
Bricco Maiolica,44.654176,8.056282
La Ballerina,27.3363414,-82.5369734
Ilsley,44.0125185,-73.1689114
Indian Creek,36.4188149,-93.8862964
Château de Valcombe,43.6964739,4.3853876
Pizzorno,47.4461639,-122.2246976
Figge,41.5205266,-90.5763357
Pendleton,36.132395,-95.965205
Southern Edge,33.462636,-94.029813
Tres Patas,22.95,-83.1666667
Montevertine,43.50139,11.3906
One Three,41.321102,-72.9091204
Bieler Family,39.9212112,-75.0031993
Lost Oak,32.4989038,-97.3394317
La Bioca,44.637014,7.983824
Christie's,41.8986422,-87.6227578
Bodegas Piedemonte,42.4877557,-1.657228
C Square,48.420175,-122.3358617
Wilde Farm Wines,38.4726038,-122.8924657
La Sansonina,45.433189,10.6452606
Château Corbin Michotte,44.92383,-0.180168
Château Guillotin,44.928689,-0.082059
Rabbit Ranch,39.004378,-89.781883
Château la Grolet,45.081551,-0.604634
Château Tour de Bigorre,44.7401873,-0.0309092
Domaine de Cambis,43.4959721,2.958412
Candor,35.2951421,-79.7453163
Cherri d'Acquaviva,37.584758,12.812148
Las Vides,36.7118128,-6.1196268
Bitácora,39.6352912,-106.5239908
Pierre Péters,48.9447825,4.0175643
Sigillo Cellars,47.5279607,-121.824625
Anakota,38.5991638,-122.6101738
Oregon Territory,45.35176,-122.613698
Elena Fucci,40.942319,15.683708
Bracamonte,33.681898,-112.2424298
Domaine Jas d'Esclans,43.521711,6.564199
Episode,32.7811446,-97.0175879
Kabaj,46.0052444,13.512707
Marojallia,45.039807,-0.674646
Château Clarke,45.066181,-0.774291
Tenuta Pederzana,44.5180549,10.9292401
La Vida,36.3339674,-94.2104066
Mouton-Cadet,45.5102976,-73.5644156
Calix,37.3886171,-121.935713
Mandois,49.0220201,3.9610618
Katsaros,41.799427,-87.588372
Sonkin Cellars,41.4730526,-81.4554749
Whispering Tree,35.6606949,-88.8526651
Castel Pietraio,43.3786406,11.1771392
Cencioni Patrizia,43.0498327,11.5106747
Domaine de la Potardière,47.72219,-0.173528
Fallon Place,37.7585432,-122.3879955
Freixa Rigau,42.3749973,2.9187349
Tierra Aranda,41.6797861,-3.6841723
Castelvecchi,43.511626,11.3642045
Le Torri di Campiglioni,43.758994,11.5412349
Viñedos Real Rubio,42.2374463,-1.8946641
The Messenger,43.711648,-79.657297
Philippe Pacalet,47.0236404,4.8467463
Piersanti,43.5591458,-79.705666
Château Sainte-Anne,47.0738646,-70.9059412
Vino Kupljen,46.469334,16.172149
Iranzo Fields,42.4388302,-123.3185876
Open Book,41.8853831,-87.6447707
Dutch Henry Winery,38.5770715,-122.5257165
Gilles Louvet,43.1802908,3.0320329
Intelligent Design,43.0837387,-76.1087854
Rock & Vine,37.09024,-95.712891
Six Hats,42.8474513,-106.2156698
Château Coustolle,44.940442,-0.2786699
Château Candale,44.880953,-0.131471
Bartholomew Park,30.3034465,-97.6961589
Ahlgren,41.882827,-87.6320469
Robert Pecota,38.5323021,-122.5056423
Conn Valley,38.5087869,-122.4113173
Livingston Moffett,38.5474118,-122.4883694
Château Argadens,42.549561,-83.124396
Château Guibeau,44.94309,-0.058853
De Filippi,40.6287125,-79.7195971
Baldetti Alfonso,43.190747,11.974927
Hudson Vineyards,38.262382,-122.364722
Királyudvar,48.1281007,21.3462564
Renzo Masi,43.8202845,11.4848817
A Coroa,35.943762,-79.016513
Alexander the Grape,38.794253,-121.8858655
Treveri Cellars,46.5126569,-120.4494217
Torrederos,41.618668,-3.906715
Verde Sole,43.8449434,-79.5574237
Domaine Baron de l'Ecluse,46.1046315,4.6592726
Schloss Koblenz,50.3555918,7.6023852
Teusner,-34.4754377,138.9757667
Château Léognan,44.7061644,-0.6385416
Château Puisseguin la Rigodrie,44.8635853,-0.0256252
Cirillo,40.025462,-75.335313
Criterion,35.466203,-97.5037567
Abbotts,36.176799,-95.799474
Cain,36.160996,-95.994941
Farella-Park,38.3124023,-122.2286616
Caymus,38.4698945,-122.3979952
Jessup Cellars,38.405982,-122.366275
La Soufrandière,46.2705001,4.7649238
Pago de Valdetruchas,36.0441834,-105.8127561
J. Heinrich,30.2781382,-97.8048975
Muratie,-33.8706001,18.87583
Red Theory,42.5985828,-82.8785762
Torricino,41.0077121,14.8294895
Casa D'Ambra,40.713932,13.876839
Klabjan,42.0564594,-87.675267
Dexter,37.1772513,-96.7144722
Robert Losey,38.3236491,-122.2986154
Lucchetta,43.0210191,-79.2695615
Delicato,37.8550135,-121.2193385
Eugenio Bocchino,44.651308,7.9460224
La Querciola,43.8417691,11.3199786
One And Done,38.93248,-94.729835
Valerie's Vineyard,39.089864,-78.274333
Clusserath-Weiler,49.822051,6.9027675
Etko,41.0497118,-81.6091962
Max Wagner,35.076583,-106.550744
Siesta,38.9524577,-92.3277746
Barcino,37.7777206,-122.4229897
Château Fantou,44.486464,1.1927247
Equinox Estate,40.6224314,-75.3745899
Nabygelegen,-33.6317148,19.06431
Valle Azul,25.7955198,-100.151419
Krasia May,-31.044999,-64.4811134
Bodegas Garci Grande,41.411524,-4.961451
Switchback Ridge,38.5058904,-122.469929
Cyrus,43.8851502,-78.8469051
Vinícola Hidalgo,32.5242087,-117.0379349
H. Gray,32.758173,-97.3303504
Domaine Labruyère,46.2071786,4.7269188
Hunter DeHaven,37.4991206,-122.2415946
Allée Bleue,-33.8587106,18.9862744
Sonberk,48.925249,16.6912796
Formation,34.0809498,-118.3839807
Ksana,40.905333,-74.412089
Palouse,46.9101688,-117.0757253
Farnetella,43.2433416,11.7013142
Saveurs du Temps,45.4492868,-73.2768971
Michel Gros,47.1595458,4.9552993
Daniel Rion,47.128979,4.9456245
Le Vieux Donjon,44.0625755,4.8410889
H.Germain,26.4089594,-80.1164032
Ronchi di Manzano,45.997244,13.381849
Letrari,45.88897,11.01995
Domaine des Pierrettes,47.4689585,1.1524528
Finca Coronado,32.6858853,-117.1830891
Garcia Hermanos,34.2048561,-119.1725477
Domaine des Carteresses,44.010129,4.705655
Château la Genestière,44.0096169,4.7030589
Cuttings,40.541167,-80.1802281
Peller,43.2385609,-79.0669826
Domaine du Salvard,37.8749361,-122.2938006
Château Tuilerie Pagès,48.8634916,2.3274943
Georg Breuer,49.979083,7.9260764
Castello di Cacchiano,43.4126078,11.4261889
Domaine Dumas,48.6522316,-72.3655823
Weingut J. Faber,49.72292,8.6055122
Celestino Pecci,43.080803,11.5079909
La Porta di Vertine,43.469735,11.41768
S&G; Estate,37.09024,-95.712891
Vylyan,45.8741955,18.3881751
Clos Mont-Blanc,41.4047807,1.2010814
Domaine de la Coume du Roy,42.8120972,2.5947462
Château Haut Guillebot,44.8191899,-0.1857143
No BS,37.7654262,-122.4021669
Pushpin,32.8072197,-96.709549
31st State,41.8381968,-87.6264362
Chispas,39.8255826,-86.2389976
Château Bourbon,38.323912,-85.566296
Château des Annibals,43.4104162,6.0164262
Los 800,33.9437967,-118.4096562
Sequals,46.1647216,12.8312884
Domaine la Salette,45.765729,-75.584528
Konrad & Conrad,40.7224762,-73.9995814
Shepherds Ridge,29.755456,-95.601238
Lucien Crochet,47.3110268,2.7908377
Lucente,37.412911,-121.892218
Sierra Moon,38.7163319,-75.0766728
Spadina,43.6527581,-79.398087
Von Siebenthal,-32.799746,-70.833728
Tora Bay,-41.4438306,175.5227956
Château Lauzade,43.3645287,6.292866
Château Virant,43.549563,5.15356
Chateau Faure Beauséjour,50.0617283,-96.5158517
Hidden Oak,29.6712837,-82.4409991
Luli,35.4972768,-79.19743
Château de Brondeau,44.893474,-0.257592
Grove Ridge,44.8201495,-92.9419212
Flambeaux,29.9530836,-90.0663414
Q Sonoma,38.2880242,-122.4615572
Castro Baroña,42.6947867,-9.0318366
Inca,34.5103495,-96.9782016
José Pariente,32.5632806,-116.5793878
Pampa,35.5361559,-100.9598709
Château Boisson,44.2089456,4.2578653
Rento,37.097079,-76.4674409
L'Arboc,41.2659877,1.6020337
Le Fonti,45.4661777,9.1852702
Baracchi,43.2906886,11.9712669
Domaine d'Alzipratu,42.5227832,8.8687905
Terre di Melazzano,43.580278,11.329669
Caves du Val de France,47.411354,0.783736
868 Estate,39.2311369,-77.739379
Les Fontenilles,43.552556,1.19141
Château Mangot,44.8852347,-0.0788626
Château Saint-Germain,32.7954277,-96.8038876
Birdland,40.7590319,-73.9896442
Domaine de la Noblaie,47.1374288,0.2528993
Moroder,43.3200813,-87.9661372
Marc Dupas,53.6828527,9.6564367
Daguet,47.3378336,-77.8821434
Fuego Blanco,29.8794219,-97.9226659
Andrew Hardy,42.4574296,-83.2005248
Corinne et Pierre Grossot,47.8140073,3.8572251
Maestral,33.7679374,-84.4008308
Lieff,40.7248467,-74.0073107
La Yunta,40.914869,-1.6845731
Pulden,42.0880833,24.5496167
S. Lucia,13.909444,-60.978893
Fattoria Le Sorgenti,43.7813686,11.3670624
Blue Pirate,26.1112227,-80.1060922
Maxville,30.1988511,-82.0091241
Prim Family,36.5423373,-121.9040183
Anzivino,33.85301,-118.3512734
Domaine Saint Gregory,38.974,-123.115685
Chimere,35.9433302,-89.9155197
Monterey Vineyard,36.4701378,-121.2298315
Rancho Arroyo Grande,35.2003779,-120.4299998
Château Clos Haut-Peyraguey,44.5457016,-0.3396912
Thorne,53.6104213,-0.9614398
Azalea Springs,33.9661348,-84.4888006
Tenuta Il Faggeto,45.81496,9.02847
Tres Hermanas,38.5738811,-121.4744884
Calabretta,43.776426,-79.6110413
Domaine des Rochers,45.313341,-72.1927705
Sage Road,29.747896,-95.467124
Vignobles Despagne,44.9335822,-0.1532497
Vita Vinea,41.9088563,45.491714
Château Certan-Marzelle,44.9272188,-0.1978812
Muddy Water,27.82779,-82.647628
Sandalford,-31.8687178,115.9927081
Loxton,38.3894989,-122.5302777
Cheviot Bridge,49.2393069,-122.7588569
Château Haut Barrail,45.355564,-0.88963
Château Lamour,29.7263272,-95.6063883
Ca'nova,41.9415152,-71.2828113
Harrison Clarke,40.7491817,-73.9759027
La Bouvaude,44.4171779,5.0567345
Colgin,32.6858099,-96.887283
Gramona,35.210986,-80.815564
Conti di Sn Bonifacio,42.9968328,10.9981898
Theopolis,33.4617452,-86.8335887
Château Grand Corbin,44.9201654,-0.1699702
Skipstone,38.7029673,-122.8249916
The Grade,38.5765466,-122.5793986
Château les Arromans,44.8416186,-0.2217131
Pierre Qui Roule,40.7449262,-73.984681
Château Haut Colombier,45.1326852,-0.6104127
Château Tour de Luchey,42.1929839,-70.9258258
Thomas Henry,29.494205,-98.55577
Tolpuddle,50.748982,-2.292401
Mazzoni,39.9426323,-75.1651084
Al Zagal,46.8963924,-96.7816306
Richard Partridge,38.5330582,-122.4753994
Domaine de Fontavin,44.103358,4.878075
La Rose de Pauillac,45.2020148,-0.7525366
Medulas,42.4595696,-6.7601056
Franzen,42.0815611,-90.8869161
Gaucho Club,51.513183,-0.13195
Bodegas Recuero,39.6699685,-3.0155579
Varozza,38.517153,-122.47527
Domaines de Provence,43.9601327,5.7822927
Château Haut-Maurac,45.486174,-73.5621929
Huett,32.7864256,-96.3205182
Domaine Normand,46.3511563,4.7241767
19 Crimes,43.0890613,-77.6070903
Deumayen,-32.8875193,-68.8414051
Trerè,44.300026,11.805056
Camille Savès,49.0767395,4.1507509
Les Dauphins,45.5293917,-73.5663993
Laroze de Drouhin,47.2252118,4.970325
Mazza Vineyards,42.2506529,-79.7994488
Cantina Sociale della Valpantena,45.4978585,11.0163195
Ziereisen,47.6547677,7.5591644
Paralelo,32.1113683,-116.533742
Poderi dal Nespoli 1929,44.0377492,11.9947399
Pegasus Estate,29.5389366,-95.1201092
Quinta do Vale Bragão,41.2389266,-7.5479575
El Hijo,40.7470992,-73.8865768
Sanctus,40.318086,-79.3478089
Les Vignes d'Alexandre,46.3092976,4.7523691
Château Beau-Site,45.2677096,-0.7882343
Männle,41.2794509,-72.8144608
Galleano,34.011293,-117.54222
Château le Pré de la Lande,46.4697984,1.8948331
Carrefour,36.0991053,-95.8568336
Château Latour Camblanes,44.7748505,-0.487579
Cruz de Piedra,27.9508332,-110.6758332
Château d'Arcole,44.8523319,-0.1634679
Château de Juliénas,46.238593,4.705554
Tooth and Nail,38.1975242,-92.8318665
Brangero,44.6342583,8.0315199
Domaine de Côtes Rémont,46.2190055,4.6818529
Peake Ranch,34.5953388,-120.2545117
Samson,36.1520134,-95.9892985
City Limits,32.2309811,-98.1843283
Domaine Michel et Joanna Ecard,47.062926,4.819207
Galda,46.1805779,23.621897
Ktima Pavlidis,41.200615,23.9521875
Domaine Clarence Dillon,48.8702065,2.300587
Ribas del Cúa,42.6060738,-6.704707
Bosman Family Vineyards,-33.626211,19.024447
Doolhof,-33.6260936,19.0839009
Backstage Winery,37.9336816,-122.5360811
Cà Maiol,45.4486392,10.5955679
Calla Lily,36.4129647,-89.0498258
Domaine du Dragon,43.5540456,6.434659
Vignerons de Correns,43.4883539,6.0772653
Pininfarina,28.3327719,-81.5029858
Schloss Wallhausen,51.459219,11.208517
I Vigneri,37.7217873,15.1132618
Château Fonroque,44.9041209,-0.1594355
Brunori,45.3611153,-73.7005741
Gilga,32.4555688,-116.9710832
Calderona,39.729167,-0.492778
Pipers Brook Vineyard Estate,-41.0694512,147.1990115
Logan Ridge,29.8978782,-97.9418672
Morgan Simpson,37.6265942,-93.4201046
Nardone Baker,-34.874286,138.5525321
Malatinszky,35.4833269,-97.4958096
Áldás,34.701577,-92.384709
Angel Juice,33.7155346,-117.810737
Reid Family Vineyards,38.3133766,-122.3484492
Château Boutisse,44.8879619,-0.1056643
Wit's End,32.7845674,-96.7837374
Nollen,40.8030679,-91.1422298
Mountain Door,40.337624,-104.988286
Terraprima,45.5598388,-122.6187391
Château de Brague,44.9936283,-0.3514829
Despagne,44.8511728,-0.5832431
Le Regge,43.5863306,11.3260393
Grand Pacific,35.2061284,-89.8563003
Hat Ranch,43.595369,-116.81293
Château du Cartillon,45.095973,-0.733351
Graf von Schönborn,49.849564,10.2139568
Wagner-Stempel,49.79729,7.95609
Domaine Richard Rottiers,46.184357,4.739108
Bodegas Real,38.736239,-3.2209126
La Famiglia,40.8564386,-73.2043091
Château Vessière,43.68292,4.345478
Unum,32.9545925,-96.8201292
Domaine Patrice Moreux,47.3042659,2.9277091
Faunus,45.4631891,-73.6273175
Puntí Ferrer,-34.8701105,-71.1371284
Côte Nicault,46.0701256,-118.4902834
Brookman,36.1804191,-115.0359855
Franco M. Martinetti,45.066194,7.6872914
Stanton,33.8028875,-117.9931203
Ippolito 1845,32.72429,-117.168351
Bevela,34.74839,-92.372738
Morambro Creek,-36.7324365,140.6135164
Bibi Graetz,38.2235811,-122.2661689
Ross Estate,34.594966,-98.48263
Château Coutet Saint-Emilion,44.8979954,-0.1739604
Château Bastor Lamontagne,44.564318,-0.311201
Casita Mami,26.0833817,-98.2943585
Château Respide-Médeville,45.486174,-73.5621929
Podere Canalino,43.0632759,11.482924
Turchi,39.9498224,-75.1692601
Mount Si,47.5077377,-121.7398391
Apanta,51.400131,5.395879
Château Haut-Lansac,45.058136,-0.543616
Eric Cottat,38.9131946,-77.0452147
Arizona Angel,33.4457381,-112.1171627
Dragonfly Creek,37.8003736,-122.4711818
Carlson Creek,33.4956085,-111.9292911
Château Arnauld,45.0725197,-0.7264577
La Querce,41.4653906,-93.6845889
Small and Tall,47.0564909,-122.847454
Cana,36.5895764,-80.6717345
Gold Hill,40.0633019,-105.4096183
Canyon Road,35.6813902,-105.9283593
Danzante,27.614977,-109.9726681
Pretty-Smith,35.7505312,-120.6826614
Blue Pyrenees,-37.0698787,143.4061161
Goundrey,42.7821289,-71.233338
Sylvaine et Alain Normand,46.3511563,4.7241767
Nōmade,38.8941114,1.4123629
Block 50,39.7681933,-86.1603916
Ronan,47.5288233,-114.1015013
Château des Pertonnières,45.8933378,4.5889841
The Cave,38.9624767,-95.2425874
Le Cecche,44.6352096,8.0251733
Château Signac,44.1440903,4.6438129
Solar de Libano,33.718861,35.452322
Château du Barry,34.0513983,-118.4608247
Craftsman,37.0144204,-95.6156454
Fortnight,35.7767335,-78.8022332
LJ Crafted Wines,32.8143583,-117.269585
Casa de Piedra,31.9784943,-116.6522923
Coiron,11.0169363,76.9622836
Twisted Cedar,37.6878954,-113.0596723
De Ladoucette,47.2972963,2.9586536
Viña Almirante,42.5855198,-8.6535167
Vizcarra,43.224771,-78.5595146
Borgogno Giacomo e Figli,44.6106079,7.9427122
Casa di Baal,40.646665,14.9687268
Daniel Wines,40.737311,-74.032709
Villa Mari,44.8075006,-85.564463
Penché,46.8129424,-71.2283053
Château Capet-Guillier,44.8742226,-0.1192181
Cocchi,33.8094074,-118.1846782
Ten Mile,43.6067799,-116.4371311
Blanc de Bleu,38.220511,-122.2718703
Teillery,-33.7471573,-70.8961457
Fiesta Winery,31.1228529,-98.4772286
HigHDef,35.9426249,-95.8841536
Quinta da Devesa,41.1614074,-7.7531371
Siot,33.1134964,74.3807397
Eugene Wine Cellars,44.0569029,-123.1029624
Giovanna Tantini,45.40506,10.7519
Heibel Ranch,38.504646,-122.470684
H to H,39.903426,-82.783723
D-Cubed Cellars,38.5501859,-122.476184
Capstone Cellars,46.173785,-122.980569
Maset del Lleó,43.3042919,-1.8851106
Croze,45.819756,2.169392
Valle de la Puerta,-29.4105911,-67.4967093
Cambrago,45.4394086,11.1757048
Kouros,40.5898705,-73.939661
Mas des Mas,45.285315,-73.358755
Beldui,43.130078,-2.988195
Gadino,38.683951,-78.172112
Three Fat Guys,35.1220759,-120.6269557
Bjorn,36.1010106,-95.9761842
Whitestone,40.7920449,-73.8095574
Codice Citra,37.6675865,-77.571121
Adega Viuva Gomes,38.7956344,-9.4703965
Montecrocetta,45.45658,11.34754
Portinari,43.152143,-71.462986
Collis,41.8255345,-90.2295962
Nine Stones,43.6599419,-70.2490425
Imperial,45.5210579,-122.678322
Château Beauchêne,44.172181,4.786665
Earth Wise,38.9718903,-95.3034144
Château Beausoleil,44.9206438,-0.2154205
Château Vieux Manoir,46.8104323,-71.2055646
Bodegas Alanís,42.349178,-8.0009263
Château la Tour de Mons,39.1746523,-94.61905
Château les Ormes Sorbet,45.3443829,-0.847759
Châteu Giscours,45.008856,-0.6455726
Dry Mill,39.1130802,-77.6024568
Risata,43.7819922,-79.4907091
Rocking K,34.1561402,-118.9809968
Dubacano,32.0897357,-116.5857646
Trios,37.7184661,-97.2427625
Carver Sutro,38.607989,-122.581177
Clos Monicord,44.9909371,-0.3416998
Château Graville-Lacoste,37.8749361,-122.2938006
Colombaio,43.1774446,11.6752545
Urban,36.1142381,-95.976092
Meyer-Näkel,33.1337954,-117.2804786
Château de Camensac,45.1464079,-0.7863942
Peter Howland,40.7808483,-73.9581756
Ciro Picariello,40.944135,14.759975
Domaine de Familongue,43.6435863,3.4968251
Château Clos Mansio,45.161766,-0.614762
Château du Pavillon,45.4908695,-73.6256454
Domaine de Lischetto,41.3822701,9.1776479
Enrico Gatti,45.5940024,9.9795731
Viera de Sousa,41.2661971,-7.5885065
Môreson,-33.8880428,19.0619922
Villicana,35.6509181,-120.7414009
Pascal & Alain Lorieux,33.5059185,-117.6570674
Antoine Sanzay,47.2224562,-0.0622724
Clos des Cordeliers,47.206689,-0.026666
Marqués de Valparaíso,41.7631477,-3.748594
San Antonio Abad,29.0139029,-110.9313658
Château le Peuy Saincrit,45.0007571,-0.4556023
Château Pabus,40.7170849,-73.4217964
Koblevo,46.6274254,31.1947408
Hervé Baudry,47.395633,2.8169211
Albemarle,35.1555092,-80.8380384
Angel's Secret,49.1266869,-123.184947
G.H. Martel,49.2445814,4.0433865
Robert et Bernard Plageoles,43.9617389,1.9064927
Domaine Claude Nouveau,46.9292255,4.6216227
Aticus,41.3078779,-72.9306305
Marcel Lapierre,40.1547064,-74.0272309
Quinta das Tecedeiras,41.1970903,-7.501749
Logan,37.0822693,-95.5862196
Quinta de Vale Veados,28.5823031,-106.1331143
La Monacesca,43.2907726,13.0021388
Oakstone,29.5147263,-98.4126067
Single Leaf,38.5969752,-120.6735224
Montesierra,37.404574,-122.0903851
Diamond Ridge,39.3306815,-76.7757308
Vilmart & Co,40.7437362,-73.9913314
Buffalo Grove,42.1662831,-87.9631308
Pacifica,37.6138253,-122.4869194
Seraphim,38.83716,-97.6095691
Eagles Landing,37.2242358,-95.7083131
Pacific Crest,42.199907,-121.75796
Newsprint,47.7694957,-122.1516995
Olivetta,43.8796488,7.5149099
Renegade,39.7306209,-104.9992768
Domaine Beauséjour,47.1530078,0.3787495
Domaine de la Fruitière,47.1273409,-1.4475653
Domaine de la Tourette,45.5056156,-73.6137592
Domaine de l'Edre,42.8503338,2.776366
Laurel Gray,36.134145,-80.839235
Agrisole,43.6590955,10.8196423
Nanna's Short Cake,38.554915,-86.4675898
Caparra & Siciliani,18.4051404,-66.1137673
Château Lalaudey,45.042369,-0.8042
Q Collection,40.6690425,-73.9139381
Sapolil Cellars,46.122931,-118.232962
Bryter,38.297538,-122.286865
Tortarossa,37.213478,-121.981544
Royal de Jarras,43.531033,4.1791159
Old Ghost,42.5331603,-92.444
Château le Peyrat,37.6675865,-77.571121
Château d'Antugnac,42.957732,2.226773
Crimson Ranch,33.3076089,-117.080773
Piaggia,43.8269013,11.0065493
Secret Cellars,41.8474956,-91.6465451
Finca Manzanos,42.324475,-1.910936
Seven Sails,49.1814012,-123.9773396
3 Ball,33.8882156,-118.3696259
Soligo,46.7875647,-71.3094735
Il Colombaio di Cencio,43.4222407,11.4323972
Scarlett,36.899828,-95.874523
Castello Il Palagio,43.6180372,11.243752
Settesoli,37.5948725,12.9740628
Box O'Birds,40.7170897,-74.3243953
Verdad,39.772296,-104.982505
Venta del Puerto,38.8079632,-0.8834459
La Contea,30.4247767,-91.1066454
Tardencuba,41.384142,-5.532136
Zambon,40.8296357,-73.9447467
Buccio,30.2080746,-97.8157772
Quickfire,39.1826049,-77.2640052
Arbol de Vida,27.5162145,-99.4801048
Guido Berta,44.7694339,8.3029808
Charles Thomas,41.2734318,-96.2324624
Red Fox,38.4778204,-94.0135073
Viña Santa Marina,38.8287084,-6.371984
Tor Kenward,38.5058463,-122.4712515
Bodegas San Martín,-33.3476125,-70.6951218
Bodega San Pedro Apóstol,42.4272287,-2.6896873
Bodegas Lomablanca,41.4095084,-1.1625215
Barons de Rothschild,40.75836,-73.978803
Crown Point,41.4169806,-87.3653135
Sonoma Oaks,38.2982162,-122.4779611
Cave d'Azé,46.429175,4.761096
La Cave de Pomerols,43.3904439,3.4915683
Senator,36.1341719,-95.9676084
Val Auclair,48.1031903,-77.7922425
Vignobles Boudinaud,43.929423,4.601783
Black Elephant,34.1179636,-118.2613077
Finca la Malena,34.0522342,-118.2436849
Pask,40.7354988,-73.9918813
Ancient Roots,41.696302,-72.721147
Jakeli Wines,41.9244482,45.413715
Barratt,40.3805823,-111.7722723
Tower Estate,46.415915,-114.050195
Mount Horrocks,-33.9321399,138.67693
Le Vin,37.09024,-95.712891
Ovidio García,27.697707,-97.355639
Julia James,48.4186256,-123.3245062
Château Fongaban,44.9172974,-0.0936116
L'Amandine,45.525976,-73.549482
Gramercy Vineyards,40.9876539,-72.5444358
Château de Roques,43.0853426,1.7928916
Charter Oak,41.3972461,-72.1682346
Vignobles Arbo,44.937211,-0.010428
Sea Change,44.9781482,-93.2557599
Succulent Vineyards,36.1541625,-97.0335889
Cirque du Vin,40.8000562,-73.9684479
Morra Diego,44.6733812,7.9481902
Viglione Antonio,45.5763266,-73.5842544
Quinta de Santa Maria,-23.5358561,-46.7097742
Corte Figaretto,45.483594,11.015525
Château d'Anglès,43.218649,3.187554
Chateau St. Croix,45.497758,-92.651433
Nine Barrel,47.815405,-117.5761309
Casteller,25.886866,-80.163211
Arrowhead Spring,43.1805745,-78.7550403
Rivera de Castilla,41.6648375,-4.7234684
Ikal 1150,29.761182,-95.3612349
Paul Mas,44.8902577,-93.0295779
13 Celsius,29.7412542,-95.3737678
Caitec,39.2325373,-76.674752
Soluna,29.5065873,-98.46665
Casisano Colombaio,43.008397,11.496162
De Bardos,43.4754549,-1.20333
Head High,34.5639317,-85.6152785
Mondet,50.8633326,4.1011281
Salomon Estate,37.5805237,-122.042304
Lumen,42.3344991,-83.0548734
Jackhammer,41.9983732,-87.6710364
Finca Milena,5.5781922,-75.8498152
Marqués de Olivara,41.5231127,-5.382831
Heinrich Hartl,49.40548,11.16782
Glazebrook,38.9469393,-90.2064868
T'Gallant,40.34076,-75.1530369
Cascina Guido Berta,44.7694339,8.3029808
Château de Léoube,43.122571,6.29335
