,latitude,longitude
Domaine de l'Edre,42.8503338,2.776366
Laurel Gray,36.134145,-80.839235
Agrisole,43.6590955,10.8196423
Nanna's Short Cake,38.554915,-86.4675898
Caparra & Siciliani,18.4051404,-66.11376729999999
Château Lalaudey,45.042369,-0.8041999999999999
Q Collection,40.6690425,-73.9139381
Sapolil Cellars,46.122931,-118.232962
Bryter,38.297538,-122.286865
Tortarossa,37.21347799999999,-121.981544
Royal de Jarras,43.531033,4.1791159
Old Ghost,42.5331603,-92.444
Château le Peyrat,37.6675865,-77.57112099999999
Château d'Antugnac,42.957732,2.226773
Crimson Ranch,33.3076089,-117.080773
Piaggia,43.8269013,11.0065493
Secret Cellars,41.84749559999999,-91.6465451
Finca Manzanos,42.324475,-1.910936
Seven Sails,49.1814012,-123.9773396
3 Ball,33.8882156,-118.3696259
Soligo,46.7875647,-71.3094735
Il Colombaio di Cencio,43.4222407,11.4323972
Scarlett,36.899828,-95.874523
Castello Il Palagio,43.6180372,11.243752
Settesoli,37.5948725,12.9740628
Box O'Birds,40.7170897,-74.32439529999999
Verdad,39.772296,-104.982505
Venta del Puerto,38.8079632,-0.8834459
La Contea,30.4247767,-91.10664539999999
Tardencuba,41.384142,-5.532135999999999
Zambon,40.8296357,-73.9447467
Buccio,30.2080746,-97.8157772
Quickfire,39.1826049,-77.2640052
Arbol de Vida,27.5162145,-99.48010479999999
Guido Berta,44.7694339,8.3029808
Charles Thomas,41.2734318,-96.23246239999999
Red Fox,38.4778204,-94.0135073
Viña Santa Marina,38.8287084,-6.371983999999999
Tor Kenward,38.5058463,-122.4712515
Bodegas San Martín,-33.3476125,-70.6951218
Bodega San Pedro Apóstol,42.42722870000001,-2.6896873
Bodegas Lomablanca,41.4095084,-1.1625215
Barons de Rothschild,40.75836,-73.978803
Crown Point,41.4169806,-87.3653135
Sonoma Oaks,38.2982162,-122.4779611
Cave d'Azé,46.429175,4.761096
La Cave de Pomerols,43.3904439,3.4915683
Senator,36.13417190000001,-95.96760839999999
Val Auclair,48.10319029999999,-77.79224250000001
Vignobles Boudinaud,43.929423,4.601783
Black Elephant,34.1179636,-118.2613077
Finca la Malena,34.0522342,-118.2436849
Pask,40.73549879999999,-73.9918813
Ancient Roots,41.696302,-72.721147
Jakeli Wines,41.9244482,45.413715
Barratt,40.3805823,-111.7722723
Tower Estate,46.415915,-114.050195
Mount Horrocks,-33.9321399,138.67693
Le Vin,37.09024,-95.712891
Ovidio García,27.697707,-97.355639
Julia James,48.4186256,-123.3245062
Château Fongaban,44.9172974,-0.09361159999999999
L'Amandine,45.525976,-73.54948200000001
Gramercy Vineyards,40.98765390000001,-72.5444358
Château de Roques,43.0853426,1.7928916
Charter Oak,41.3972461,-72.16823459999999
Vignobles Arbo,44.937211,-0.010428
Sea Change,44.9781482,-93.2557599
Succulent Vineyards,36.1541625,-97.0335889
Cirque du Vin,40.8000562,-73.9684479
Morra Diego,44.6733812,7.9481902
Viglione Antonio,45.57632659999999,-73.58425439999999
Quinta de Santa Maria,-23.5358561,-46.7097742
Corte Figaretto,45.483594,11.015525
Château d'Anglès,43.218649,3.187554
Chateau St. Croix,45.497758,-92.65143300000001
Nine Barrel,47.815405,-117.5761309
Casteller,25.886866,-80.16321099999999
Arrowhead Spring,43.1805745,-78.75504029999999
Rivera de Castilla,41.6648375,-4.7234684
Ikal 1150,29.761182,-95.3612349
Paul Mas,44.8902577,-93.02957789999999
13 Celsius,29.7412542,-95.3737678
Caitec,39.2325373,-76.674752
Soluna,29.5065873,-98.46665
Casisano Colombaio,43.008397,11.496162
De Bardos,43.4754549,-1.20333
Head High,34.5639317,-85.6152785
Mondet,50.8633326,4.101128099999999
Salomon Estate,37.5805237,-122.042304
Lumen,42.3344991,-83.05487339999999
Jackhammer,41.9983732,-87.67103639999999
Finca Milena,5.5781922,-75.8498152
Marqués de Olivara,41.5231127,-5.382831
Heinrich Hartl,49.40548,11.16782
Glazebrook,38.9469393,-90.2064868
T'Gallant,40.34076,-75.1530369
Cascina Guido Berta,44.7694339,8.3029808
Château de Léoube,43.122571,6.293349999999999
La Fiammenga,45.0279413,8.2668543
Grillo,37.3412493,-92.9257368
Guerra,26.8831028,-98.8936401
Château Cadet-Bon,44.9012075,-0.1534904
Château Grand Bireau,44.7904527,-0.2236808
Euclid Wines,38.0296359,-84.49039479999999
Cima,33.23067,-96.7747823
Château Haut Bergeron,44.56734729999999,-0.320298
Tenuta Rocca di Montemassi,42.950517,11.056966
Von Buhl,49.4096851,8.1866094
Cálago,42.5705503,-8.8219329
Potek,34.421119,-119.690654
Siren Song,47.84241050000001,-120.09921
Imagination Wines,38.1157892,-121.2431235
Young Inglewood,38.482846,-122.455389
Tognetti,41.04672,-74.76104
Vinedos Aurora,38.13276010000001,-121.2729414
Casey Flat Ranch,38.82919649999999,-122.1928955
Oak Mountain,33.3247302,-86.7593249
Mouras de Arraiolos,38.7928353,-7.950374
Paso Grande,41.754524,-88.301647
Llama,40.716629,-73.950426
Christiano Family,39.2381232,-94.8996076
Galatea Effect,38.29152089999999,-122.4572466
Le 7 Camicie,42.9881684,11.5315032
Château la Grave,43.219039,2.506936
Les Costières de Pomerols,43.3904439,3.4915683
Mileto,38.6060747,16.0640381
PRIE Vineyards and Winery,38.1221776,-121.2147268
Tenuta Bellafonte,42.94294499999999,12.562059
The 50 by 50,41.902895,-87.679063
Devil Proof,38.6113055,-122.8704785
Gaudio,40.7637449,-73.9143606
Elio Perrone,41.8470999,-87.6751333
Guasti Clemente,44.7734169,8.358055
Poggio Torselli,43.6691873,11.2010104
La Sala,40.763153,-73.9284232
Château La Bastienne,44.937569,-0.15045
Château La Croix Romane,44.954883,-0.20872
Château La Fortine,44.9123189,-0.137089
Terra dei Re,40.9223008,15.6378311
Thunevin,44.8951333,-0.1552201
Ma(i)sonry,38.405558,-122.366888
Maison Saint Aix,43.6625725,5.6946541
San Benedetto,42.9609785,13.8746469
Château Laborde,45.004622,-0.051539
Château Cap de Mourlin,44.90799680000001,-0.1544805
Rudolf Fürst,49.7120001,9.28371
Schloss Schönborn,50.0132523,8.0581438
Gomba,47.3702652,19.5287008
Tre Fiori,-26.4803019,-49.1070927
Meerea Park,-32.7753461,151.303751
René Geoffroy,49.0564242,4.004978299999999
Le Grix de la Salle,44.7968964,-0.3957094
Frano Milos,40.7983445,-73.9694662
H. Billiot Fils,49.0776776,4.1716898
Bodegas Ramon Ramos,41.391575,-5.542128
Pascal Granger,46.2326205,4.7103233
Twenty Bench,43.1894813,-79.3975621
Dergi,37.09024,-95.712891
Cascina del Pozzo,44.7702007,8.032186099999999
Castello di Gabiano,45.1595951,8.1922392
Carneros Hills,38.2261354,-122.3783983
Counter Punch,34.0187542,-118.4085405
Tar & Roses,36.9685566,-94.8462302
Glasshaus,42.2947464,-88.25050759999999
Kershaw,35.7549633,-95.4279602
Harbison Wines,34.0748063,-81.15853849999999
Durham-Agrellos,35.9940329,-78.898619
Merops,37.9313884,-122.0217454
Fattoria La Ripa,43.52504,11.2513592
Wallace,31.314414,-85.465817
Château Plince,44.9208883,-0.2157562
On Q,40.231054,-76.744855
Bateaux Cellars,46.4018846,-122.8742668
Elkhorn Peak,38.228202,-122.219553
Transmission,36.9919158,-95.6204472
Lismore,-28.8093154,153.2882876
Leacock's,40.0496794,-76.1203982
Weingut Burg Ravensburg,49.1768907,8.7823306
Kvaszinger,48.2211704,21.4029512
Winston Hill,-33.77747,150.97788
Château de Tiregand,44.8561522,0.5505386999999999
Vereinigte Hospitien,49.7568077,6.6307255
Rizieri,44.640237,8.0268
Diamond Terrace,37.9416845,-121.9321703
BBQ Wine Company,33.3223359,-111.7570412
Château de Sérame,43.236633,2.760593
Château Perthus,42.4592325,2.8587965
Domaine les Carmels,44.71497369999999,-0.3567526
Method,36.1599753,-95.9573042
Rose 'N' Blum,37.795412,-122.27938
Weltevrede,-33.9421489,20.051984
Domaine Christophe Camu,47.8133199,3.796275699999999
Domaine Jean Chartron,46.9446293,4.756315
Herdade do Monte da Ribeira,38.1926732,-7.6511312
Il Brunone,40.6331249,-89.3985283
LeSaffre,43.025606,-88.004666
Evolve,36.1200493,-95.9400592
Martinelle,44.1426873,5.050862899999999
Bauer,37.0357736,-95.6156817
Domaine Saint Pierre,46.2210348,-72.9233728
Domaine des Remizières,45.0670255,4.881784199999999
Viña Alarba,41.2049317,-1.6135555
Casa de la Reina,35.122852,-106.520307
Magnífico,37.677992,-97.24663299999999
Palazzo Wine,37.7749991,-122.4114421
Used Automobile Parts,36.7008917,-95.9336234
Pierre Deschamps,45.4845886,-75.64027329999999
Ladybug,36.0258058,-96.00326199999999
No Time,34.3898432,-89.50751489999999
DOC Wine Selection,41.8377264,-88.0087008
Vertijana,37.2558321,-3.2335167
Château Tour Saint-Joseph,39.7726285,-94.84906289999999
Domaine Gerard Charvet,46.2132727,4.7124089
White Rose,36.7414433,-95.9874414
Sawbuck,40.21284,-74.007519
Labyrinth,32.8152879,-96.7714759
Calista,37.6397393,-98.28256999999999
O'Connor,36.072112,-95.82708699999999
Marc Deschamps,45.527648,-73.58565469999999
Villa Giulia,34.0458857,-118.5648608
Les Rochettes,46.5406293,-72.74429940000002
The Academy,36.1578283,-95.9041182
Château la Croizille,44.884374,-0.134678
Centovigne,45.5319383,8.1872518
Château Bellerive,45.6136738,-73.6357172
Château Coussieu-Coutelin,45.244409,-0.80633
Finca Arantei,42.068983,-8.545008
Salatin,39.0541583,-85.01343779999999
Emevé,32.089764,-116.629706
Viberti Giovanni,44.613491,7.9202628
Moss Roxx,38.13655079999999,-121.2415325
Forge Cellars,42.48222699999999,-76.861008
Cape Point Vineyards,-34.0990537,18.3820853
Cantina Luciani,39.91007099999999,-86.10327800000002
Apogee,41.8942059,-87.62845539999999
Dr. F. Weins-Prüm,49.941312,7.046163
Mönchhof,47.88200639999999,16.9416354
Lucky,37.569148,-95.24946899999999
Saturday Night Red,48.4787139,-123.3284934
Yangarra Park,-35.15874,138.642761
Deux Amis,40.7545966,-73.96616329999999
Malan,33.995842,-117.966381
Bellarine Estate,-38.1380026,144.6098159
Reynolds,37.6375208,-77.4730666
Mak,41.90335109999999,-87.6758582
Killerby,54.576179,-1.705378
Domaine de l'Eole,43.7709838,4.918845999999999
Carter,37.0328377,-95.6164438
Domaine de la Berthète,44.14396199999999,4.891127399999999
Ca' Lojera,45.4518472,10.6415349
Edi Simcic,45.9730055,13.5350427
Paul Prieur et Fils,47.344572,2.807983
Kings Carey,34.6441024,-120.4726746
Strasserhof,48.4728875,15.7359544
Raposeira,37.0829193,-8.8896448
Domaine de Pontefract,53.691688,-1.308648
Domaine St Martin d'Agel,45.6076533,-73.6726632
Donelli,40.6882667,-73.99905980000001
Double Bond,47.6547452,-122.4004146
Radio Boca,26.3666287,-80.0845939
Rectoral de Amandi,42.3990193,-7.5158257
Domaine aux Moines,47.39080999999999,-0.6437729999999999
LIV,25.818299,-80.122276
Malondro,41.263754,0.905704
Dönnhoff,40.7437362,-73.99133139999999
Moselland,49.92864059999999,7.060725499999999
Bodegas Soledad,39.931324,-3.011685
Flying Ace,39.6415671,-84.15839799999999
Mineral Wines,38.1374857,-120.4644748
Villa Dria,43.8916066,0.07436759999999999
Vignobles Dom Brial,42.75243,2.8156136
Gianni Buonomo,32.7452989,-117.2482429
Château Moulin de Clotte,44.919166,-0.09045199999999999
Luca Faccinelli,46.172094,9.990056
La Corsa,40.7953442,-73.9451555
Caraccioli,36.5547313,-121.922603
Vint Hill,38.7464553,-77.67379059999999
Lady Hill,45.2456244,-122.8880483
Château de Bergun,46.6290177,9.7453786
Château la Roseraie,44.9146132,-0.1498229
Château Monconseil Gazin,45.0977611,-0.6237727
Domaine les Riquets,44.6961587,0.1431118
Zion Fine Wines,36.1296977,-94.137232
Steenberg,-34.075346,18.4216474
Ronchi di Giancarlo Rocca,44.719722,8.087653999999999
Château Franc Couplet,44.7361808,0.1604164
Mas Janeil by Francois Lurton,44.881089,-0.332256
Château de Lagorce,44.7200575,-0.3738356
Travis,37.09024,-95.712891
Odyssey,28.0766645,-81.9537133
Le Calle,29.763546,-95.360686
Puma Road,36.4615079,-121.4520308
Xabec,39.4949219,-0.3675122
Compass,36.7083358,-95.9372863
Nelson,39.04496779999999,-94.5809233
Sutter Home,38.4915559,-122.4533524
Edi Keber,45.977099,13.502278
Parra Family,41.2128442,-95.9933188
Villa Melnik,41.4741791,23.389214
Fratelli Bucci,43.5956222,13.0948448
Douce Nature,46.0843831,-73.1746624
Domaine Sébastien Dampt,47.819783,3.773318
La Storia by Trentadue,38.6793659,-122.8728644
MommyJuice,37.0729377,-121.6433084
Raised By Wolves,32.8721475,-117.2128706
Caminada,29.0757846,-89.2975505
Keefer Ranch,38.5481305,-122.4904169
Vitas,32.9033726,-97.09012600000001
Domaine de la Forêt,46.4616495,-72.63474289999999
Case del Feudo,37.0600684,15.2930641
Erich Scheiblhofer,47.77989110000001,17.0326394
Saint Helena Winery,38.520096,-122.475163
Animo,39.8977871,-75.0317042
Château Noaillac,45.404536,-0.9924394
Château Peyfaures,25.8329638,-80.1838013
Vagabond,37.6842461,-97.3475907
Château la Tour Sainte Anne,47.0738646,-70.9059412
Sonoma Trail,32.3375987,-96.615274
Gilligan,41.18685139999999,-74.0361052
Agro de Bazán,42.54006,-8.787632
Contrade di Taurasi,41.0125228,14.9680914
Gazur,52.4901231,13.3839983
Château Ksara,33.826457,35.8926126
Deakin Estate,-34.41151250000001,142.2878677
Geode,40.8239732,-91.3782937
Renaissance,36.0649065,-95.8577138
Teal Lake,46.5134554,-87.6304084
The Furst...,36.8710735,-94.85746329999999
Montagna,36.8517103,-76.288865
Curious Cove,-41.2472153,174.1207041
Stein Family,40.408087,-84.47878399999999
Alfaro Family,36.9925261,-121.8190359
Casal dos Jordões,41.1700662,-7.5398236
Cave de Genouilly,46.6579694,4.5772343
Small Wonders,37.6018092,-97.3360907
Benoît Girard,45.6112592,-73.7870282
Pressed,45.407049,-75.7053434
Elements by Artesa,38.269161,-122.355377
Domaine de Tara,43.907209,5.275512
Skylite Cellars,47.76711,-122.154449
Spence,40.7840468,-73.95709149999999
Ermita Veracruz,32.511533,-116.972086
Château Grand Destieu,44.866636,-0.181499
Chard Farm,-45.011739,168.8808372
Jean-Claude Roux,44.504438,6.359558
La Cignozza,43.0538278,11.8649588
The Lost Colony,35.9365106,-75.70969029999999
La Pleïade II,46.8537821,-71.2103544
Pojer & Sandri,38.8453194,-94.80896659999999
Puiatti,41.553968,-73.655654
Tate Creek,34.610979,-83.95151949999999
Napa Glen,42.5484578,-83.10365209999999
Château Tour Saint Vincent,40.449239,-80.02721799999999
Cordier,40.2558264,-76.8629974
Halcyon,32.82402,-96.769925
Bodegas Carrau,-34.7875496,-56.2238529
Freelander,37.330959,-92.9212031
Manross,41.6761393,-72.89790959999999
Mount Michael,41.3165396,-96.2688623
Alberto Oggero,44.787074,7.968274
La Torricella,44.5751006,8.0002202
Club Deluxe,37.769772,-122.447143
Pend d'Oreille,48.5940406,-117.0494783
Sentinel,37.0758742,-94.63906089999999
Kumbaya,33.7480683,-118.4063253
Lucky7,35.80030199999999,-78.76853299999999
Riparian,33.3643875,-111.7346927
Domaine Franck Millet,47.3041001,2.7949969
Valquejigoso,40.2725038,-4.1379457
El Molino de Puelles,42.5796819,-2.7065951
Château Louis,53.5663013,-113.5223195
Fuerza,37.357617,-121.8424061
Richard Perry,33.36648,-97.18392589999999
Cagliero,33.7514054,-116.9983949
Wenzel,30.3896285,-97.71384839999999
Sutor,41.8651118,-87.79717389999999
Somlói Vándor,47.1407664,17.3672091
Casa Tiene Vista,33.4457415,-117.2417713
Spaghetti Red,37.0724594,-94.5138172
Heitz,38.4906878,-122.4508595
Malene Wines,35.1967816,-120.566627
Outlander,47.65231,-122.355567
Roshambo,33.6920229,-117.8594936
Weingut Seck,49.797693,8.261032
Col di Rocca,46.4290849,11.9614172
La Confrérie de Oisly et Thésée,47.3892833,1.3781129
Marcel Martin,45.4759321,-75.7080584
Voga,38.8832522,-94.7406264
Blue Oasis,33.583829,-101.854099
Château Bel-Air Ouÿ,44.8882451,-0.1607374
Château du Breuil,49.2303065,0.2155075
Alto Roble,-39.2073137,-71.8152015
Château la Hargue,34.0522342,-118.2436849
Cascabel,34.1526193,-118.3644092
Château Capdet,45.0635894,-0.7999029999999999
Château de Cérons,44.635102,-0.3335
Château des Cabans,45.3530261,-0.8701184
Complexity,41.748965,-72.855617
D'Anbino,35.621667,-120.6877848
Lamont,35.2596833,-118.9142666
Nipa,28.3338054,-81.5068782
Sequillo,41.7267833,-5.433290299999999
Inkwell,40.2826404,-73.98652969999999
O-Neh-Da,42.739873,-77.6228299
Icono,32.8310099,-117.1201205
The Big Easy,35.7775835,-78.639449
La Riojana Coop,-29.1606151,-67.5025903
Lagar de Cervera,40.7437362,-73.99133139999999
Hawthorne Ridge,30.3192594,-95.5053111
Vega de Tera,41.9971757,-6.125529999999999
Domaine Jean Grivot,47.1619535,4.9557796
Château Majoureau,44.5946282,-0.1353632
Fat Cat,40.7336383,-74.0033249
Immersion,44.0509529,-121.314697
Bodegas del Mundo,25.7251261,-100.3247009
Schandl,32.7854708,-79.9467181
State of Art,36.1221606,-97.0656001
Tamayo,39.7473318,-104.9995971
Hellfire,39.485661,-119.746385
Amphora,38.8964163,-77.27222429999999
Thralls,31.5709408,-94.57414469999999
Cache Creek Vineyards,39.0182485,-122.5710469
Blue Nomad,40.7440668,-73.9852223
Château Moulin de Canhaut,45.4083001,-0.9573407
Butternut,42.1836997,-73.32014819999999
Artevino,40.7469495,-74.0380046
Scopone,42.359292,-83.64914499999999
Lyric by Etude,38.2458215,-122.3150228
WCP,43.495853,-112.056525
Caves de Pouilly sur Loire,47.276811,2.9674846
Château de Trinquevedel,44.00209,4.716364
Santa Faustina,29.6944728,-95.864103
Hoi Polloi,37.8488077,-122.2721872
El Sequé,40.7437362,-73.99133139999999
Redwood Ridge Estate,37.1593033,-122.0043097
Bremerton,47.5650067,-122.6269768
Cantine Novelli,40.9898943,-74.2790491
Foxtrot,39.09178430000001,-94.5853163
Château de Lamarque,45.09992,-0.717884
Château la Calvaire,34.0522342,-118.2436849
Grace Estate,38.1143337,-78.6669409
Atze's Corner,-34.4859238,139.0035075
Muddy Arch,38.6305112,-90.1847315
Trocard,32.722393,-96.85805069999999
Château du Pin,46.0441426,-74.1857021
Château Fonchereau,44.8850536,-0.4392283
Château l'Isle Fort,44.79881049999999,-0.4279865
Château Mazeyres,44.9320798,-0.2378938
Château Tire Pé,44.589141,-0.09896
Côté Mas,43.488525,3.517566
Sea Pearl,38.8720094,-77.2276534
Wild Oats,43.91493930000001,-69.9638567
Wild South,34.4806504,-87.2916111
Moulin de Gassac,40.867,-73.9222174
Westerland,54.9085342,8.3098216
DAOU,35.641263,-120.784292
Les Vignerons des Côtes d'Agly,42.74999529999999,2.6774682
Castello Tricerchi,43.1059932,11.4868156
Cricket Hill,41.964277,-87.642853
Manoir de la Tête Rouge,47.1272325,-0.2373705
Tara Bella,38.4825453,-122.8135254
Cirotto,45.7866795,11.8976339
Hill of Content,41.1040104,-73.82895359999999
Casalnova,32.842856,-96.62398250000001
Centennial,37.09024,-95.712891
Sea Breeze,33.051378,-96.79637
Würtz,42.6792452,-89.0032366
Terroir,40.7189227,-74.0099594
The Royal Valley Vineyards Wine Company,39.3573651,-84.1712057
Catacula,38.562599,-122.383646
Michel Laroche,46.334092,-72.5908563
Trout Valley,42.1980798,-88.25341580000001
Domaine Georges Michel,-41.489613,173.835638
Val d'Orbieu,43.1743306,2.9893732
Domaine St. George,38.59908160000001,-122.8351651
Château Camplazens,43.191757,3.1267274
Domaine de la Courtade,43.0007593,6.2046777
Sogno,41.8649661,-88.1084669
Weingut Karp-Schreiber,49.9103241,6.9924969
Ulises Valdez,38.7878896,-123.0047388
Rijk's Private Cellar,-33.267685,19.145079
Château Vieux Moulin,46.8106128,-71.2075381
Château Maine d'Arman,45.0303753,-0.6548016
Blue Moon,36.6947763,-97.0662023
Autry Cellars,35.2251851,-120.6216361
Vega Tolosa,39.2793172,-1.4845371
esedos,41.4240822,1.7881403
Ribota,41.3408344,-3.4094629
Maison des 3 Ponts,50.3717154,5.8703455
Paternò di Vittoria,36.9505973,14.6056774
Hatzi Michalis,38.674586,23.018732
Crush,36.1407637,-95.9706585
Cubo,45.5119406,-122.6336172
Domaine Virginie Thunevin,40.7147337,-74.010069
Kentia,40.657467,-73.690963
Francesco Boschis,44.5449485,7.9962133
Bouké,40.9886802,-72.55490879999999
No,36.7131978,-95.93851869999999
Domaine des Varoilles,47.2251562,4.971161599999999
Château de Targé,47.228476,0.015275
Marulli,40.7050884,-74.00923569999999
Colmello di Grotta,45.9047878,13.5456437
Remoissenet Père et Fils,47.02512220000001,4.841827299999999
Caves de la Loire,47.351646,-0.453958
Tenuta Fujanera,41.442478,15.594485
428 Wines,38.6062923,-122.8624661
Writer's Block,39.946314,-75.163527
St Mary's,36.39385499999999,-97.87093999999999
Domaine de Joÿ,43.8292323,-0.0455628
Lime Rock,41.9337045,-73.3892865
Tiki Sound,37.34477529999999,-121.8639408
Tio Pepe,39.2953072,-76.6149207
Lucchetti,40.705973,-79.724215
The Grinder,37.650191,-97.33245769999999
Unison Vineyard,-39.602249,176.752595
Grands Amis Winery,38.190588,-121.198443
Quinta do Boição,38.906252,-9.122402
Kees Kieren,49.9383108,7.0596527
Salem Wine Company,44.92231719999999,-123.0311441
Bracco,40.3394799,-74.4770877
Château Mirefleurs,45.6941823,3.2219985
Gumdale,-27.4942399,153.1590306
Heinrich Vollmer,49.4583702,8.253581900000002
Salviano,40.8931606,-74.20510589999999
Brosseau,45.4971569,-73.477178
Fattoria Vitiano,43.665092,11.3651446
Domaine des Caves du Prieuré,47.3054674,2.7662516
Moillard,47.1394037,4.9515743
Sea Shell Cellars,35.6276266,-120.6892301
21 Grams,40.87006969999999,-124.0929464
Altos del Terral,41.6718559,-3.687700099999999
Valtosca,29.4804419,-98.7239451
A2O,38.327855,-85.73795199999999
South Hill,36.726532,-78.1288857
Château Malherbe,43.101571,6.327645
Domaine des Mapliers,43.4789429,6.3066514
Tenuta dei Mille,37.60452900000001,12.922598
Troika,34.0734253,-118.3442461
Emvy Cellars,47.6553398,-117.4131394
FLO,41.89631139999999,-87.6639496
Domaine de Saint-Antoine,47.5637641,-70.2079474
Domaine la Boutinière,44.055818,4.8311318
Valduero,41.7512584,-3.7823344
Saxum,36.1592253,-95.9906049
Revana,33.3440216,-111.9539241
Jaffe,42.4898542,-83.2990083
Château Cantelaudette,44.875616,-0.2991494
Domaine Royal de Jarras,43.531033,4.1791159
Athair,48.11238059999999,-123.4137762
Bigvine,38.8911957,-99.315619
Altavia,41.6755588,-87.8108781
Herding Cats,45.0125205,-92.6354679
Château Puy-Blanquet,44.886268,-0.0975332
Pichard & Jourdan,30.444121,-84.259903
Michalakis,34.1376576,-118.125269
Domaine Cady,47.3292533,-0.6881096999999999
Troll Bridge,47.6510821,-122.3472171
Château de Thauvenay,47.3084997,2.8620427
Big Guy,32.78401880000001,-96.78585079999999
Clouds Rest,37.7677098,-119.4893517
Kadiem,38.3303479,-122.2987705
Red Stich,37.9788184,-87.5842466
Eclectic,35.1541418,-89.99750739999999
Casa Piena,38.429156,-122.358937
Sanders Ridge,36.198797,-80.672125
Luccio,40.6604432,-73.6445617
Paluzzi,34.6968811,-82.9834056
Château de Brousse,43.99682,2.626473
Château la Bastidette,34.0522342,-118.2436849
Château le Grand Moulin,45.5374938,-73.8881761
Fifi,25.855006,-80.120656
Prestwood,38.2836392,-122.4525624
Castello di San Donato in Perano,43.484421,11.4212282
Weingut Stroblhof,46.4496485,11.249367
Pizzato,45.7237951,11.6549806
Domaine de la Citadelle,43.84423959999999,5.1972118
Dr. Klapper,34.0771267,-118.3818496
Big Vine,38.8911957,-99.315619
Flying Angels,39.8738696,-75.2569383
Clean Slate,29.5087357,-98.58793469999999
Enio Ottaviani,43.927342,12.661009
Archer Roose,42.34445849999999,-71.0310476
Moonday Night Harvest,33.946319,-117.4355398
Angel Camp,38.0677832,-120.5385299
La Marca,41.606925,-93.77784530000001
Lagniappe,25.8090795,-80.1910023
Maison du Midi,43.4926561,6.3631612
Kato,34.0418978,-118.4611515
Domaine des Sablonnettes,47.287993,-0.570466
A Cellar Full of Noise,43.2269496,-79.8180744
Wicks,33.895625,-117.484431
Château Castegens,39.141235,-78.13156699999999
Château Mayne Mazerolles,45.13830799999999,-0.631718
Domaine Duperray,46.0564038,4.6148109
Château Viranel,43.450893,3.070442
Laurent Perrachon,46.2402587,4.7171581
Aila,38.8985887,-77.0312505
Invivo,43.0576592,-87.8975546
Pierrick Harang,42.6966382,2.941988
Domaine de Brau,43.2577604,2.3770058
Loica,34.0873881,-118.3808263
Sainte Marie des Crozes,43.1849109,2.5957818
Chatel,46.267395,6.841152
My Moon,40.7188224,-73.9551951
Toscar,34.0985245,-118.3449325
GEN 7,38.2472466,-122.2738538
Domaine la Croix Gratiot,34.0837666,-118.3409176
Exquisite Wines,43.3236364,-79.8310429
Mensch,40.8349901,-73.8402224
Domaine de la Renjarde,44.1959668,4.8293488
Le Guaite,45.493904,11.14047
Amaral,40.816975,-74.1316263
Bodegas Ondarre,42.5176349,-2.3791583
majoros,48.8920044,21.7146108
Campo Maseri,46.2170348,11.095321
Le Grand Courtage,45.52692099999999,-73.3011499
Punta del Cielo,32.5794508,-96.3093895
Still River,41.4648967,-73.4246488
Domaine Pinnacle,45.026758,-72.7846319
Press Cellars,47.65534,-117.413139
Cava Blancher,41.4251649,1.7910206
Oenogenesis,41.1163184,24.2455515
Waltzing Bear,34.273585,-118.5549543
Los Cielos,33.47565489999999,-112.2241408
Exclusiv,46.69586349999999,-71.27213379999999
Hom,32.7916593,-79.94048959999999
Isolabella della Croce,44.6785102,8.2710743
Mondoro,40.7483388,-73.9929983
Bodegas Martinez Corta,42.44841750000001,-2.701933
Cantina Vallebelbo,44.6962752,8.2113791
Angelo Bortolin,37.5341091,-122.3341719
Domaine du Gros Nore,43.18702700000001,5.760199
Domaine du Vieil Orme,47.3258082,1.2030705
Conde Ansurez,4.7609866,-74.05933
Alexandra Wine Company,-45.2137906,169.3512085
Freie Weingärtner Wachau,48.3920438,15.5273688
Burton,36.75858100000001,-95.939319
Cardinal Point,37.98877299999999,-78.815038
Château Laujac,45.363936,-0.937743
Château du Cayrou,44.4805641,1.1448749
Château de Cayx,44.4904699,1.3052221
Castillo de Maluenda,41.2880658,-1.6175563
William Marie,45.5015764,-73.476354
Brash Higgins,-35.2514654,138.5213368
Château Lafleur du Roy,44.9326803,-0.1941292
Pugliese,40.7928393,17.1011931
Jaillance,44.7601577,5.357141299999999
Settlers Rise,-27.6884635,153.2669861
Simbolic,32.91035000000001,-117.2292
Le Masciare,40.982749,15.024833
Vignemastre,43.6362219,11.175027
Infinitus,22.280367,114.186498
Le Fornaci,45.024715,7.592551399999999
Château la Gorre,45.350328,-0.871514
Domaine du Grand Tinel,44.0553021,4.8363404
De Fina,43.6487056,-79.44985919999999
Amizade,40.4620501,-79.9663415
Vita Italia,34.044061,-117.8027054
Redemption,37.1478159,-94.4559956
Middelvlei,-33.927616,18.832254
Château Lapelletrie,44.8918282,-0.1271669
Sonora,29.2972247,-110.3308814
Jacobsdal,-29.1332928,24.7973983
Castel Roubine,43.4948408,6.4102312
Corvalle,38.50390429999999,-122.4696903
Michel Léon,38.4364894,-78.15423439999999
Calavera,37.8128427,-122.2662111
Porto Reccua Vinhos,41.168911,-7.795888
Château les Hauts d'Aglan,39.9281086,-75.0828332
Christopher Michael,32.7910016,-96.7797246
Çamlibağ,39.834473,26.0692387
Domaine Bernard Moreau,46.9363436,4.7324473
